Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross,Profit,Profit%
,Admiral,20000000,0,38585047,18585047,92.925235
8/23/2012,Zambezia,20000000,0,34454336,14454336,72.27168
4/13/2010,Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590,2139590,10.69795
3/31/2004,The Touch,20000000,0,5918742,-14081258,-70.40629
7/27/2018,Extinction,20000000,0,2360000,-17640000,-88.2
5/29/2015,Survivor,20000000,0,1703281,-18296719,-91.483595
11/11/2016,The History of Love,20000000,0,476624,-19523376,-97.61688
12/25/2007,Butterfly on a Wheel,20000000,0,0,-20000000,-100
8/29/2014,Dwegons and Leprechauns,20000000,0,0,-20000000,-100
7/22/2016,Fight Valley,20000000,0,0,-20000000,-100
,The Thousand Miles,20000000,0,0,-20000000,-100
7/13/2018,How It Ends,20000000,0,0,-20000000,-100
12/13/2018,Bird Box,19800000,0,0,-19800000,-100
8/21/2009,Der Baader Meinhof Komplex,19700000,476270,16498827,-3201173,-16.24960914
12/1/2017,The Shape of Water,19500000,63859435,195790794,176290794,904.0553538
11/23/2012,De rouille et d’os,19500000,2061449,29393634,9893634,50.73658462
12/20/2006,The Painted Veil,19400000,8060487,15118795,-4281205,-22.06806701
8/23/2013,The Frozen Ground,19200000,0,5617460,-13582540,-70.74239583
7/29/2011,The Devil's Double,19100000,1361512,5965646,-13134354,-68.76625131
7/3/1985,Back to the Future,19000000,212259762,385510205,366510205,1929.001079
11/9/1990,Dances with Wolves,19000000,184208842,424208805,405208805,2132.677921
7/7/2000,Scary Movie,19000000,157019771,277200000,258200000,1358.947368
6/24/2011,Bad Teacher,19000000,100292856,215448997,196448997,1033.942089
8/10/2016,Sausage Party,19000000,97670358,141344255,122344255,643.9171316
9/15/1989,Sea of Love,19000000,58571513,58571513,39571513,208.2711211
1/10/2003,Just Married,19000000,56127162,101564935,82564935,434.5522895
9/11/2009,I Can Do Bad All By Myself,19000000,51733921,51733921,32733921,172.2837947
7/16/2004,A Cinderella Story,19000000,51438175,70112484,51112484,269.0130737
5/23/1980,The Shining,19000000,44568631,45605374,26605374,140.0282842
10/26/2001,Thirteen Ghosts,19000000,41867960,68467960,49467960,260.3576842
10/29/1999,House on Haunted Hill,19000000,40846082,65090541,46090541,242.5817947
2/26/2010,The Crazies,19000000,39123589,56445534,37445534,197.0817579
1/16/2009,Notorious,19000000,36843682,44972183,25972183,136.6957
11/2/2018,Nobody’s Fool,19000000,31713110,32589493,13589493,71.52364737
8/20/2010,The Switch,19000000,27758465,49858465,30858465,162.4129737
1/8/2010,Leap Year,19000000,25918920,32618920,13618920,71.67852632
11/8/2013,The Book Thief,19000000,21488481,76086711,57086711,300.4563737
10/19/2007,Gone Baby Gone,19000000,20300218,34359030,15359030,80.837
7/26/2000,Thomas and the Magic Railroad,19000000,15911332,15911332,-3088668,-16.25614737
11/8/2062,Mutiny on The Bounty,19000000,13680000,13680000,-5320000,-28
2/24/2012,Gone,19000000,11682205,18100189,-899811,-4.735847368
7/27/2001,Sen to Chihiro no Kamikakushi,19000000,10049886,383895320,364895320,1920.501684
10/17/2008,Sex Drive,19000000,8402485,10412485,-8587515,-45.19744737
1/9/1998,Firestorm,19000000,8123860,8123860,-10876140,-57.24284211
3/4/2011,Take Me Home Tonight,19000000,6928068,7576604,-11423396,-60.12313684
9/28/2012,Won't Back Down,19000000,5310554,5745503,-13254497,-69.76051053
6/1/2018,Action Point,19000000,5059608,5103675,-13896325,-73.13855263
1/1/2064,The Fall of the Roman Empire,19000000,4750000,4750000,-14250000,-75
1/1/1993,The Nutcracker,19000000,2119994,2119994,-16880006,-88.84213684
12/13/2011,George Balanchine\'s The Nutcracker,19000000,2119994,2119994,-16880006,-88.84213684
8/16/1996,Kansas City,19000000,1353824,1353824,-17646176,-92.87461053
3/8/2016,Out of the Inferno,19000000,0,0,-19000000,-100
6/24/2005,George A. Romero's Land of the Dead,18975000,20700082,47751015,28776015,151.652253
12/15/2006,Indigènes,18900000,320700,26063572,7163572,37.90249735
4/15/2005,The Amityville Horror,18500000,65233369,109175673,90675673,490.138773
12/6/2002,Adaptation,18500000,22498520,32531759,14031759,75.84734595
10/2/2009,The Invention of Lying,18500000,18451251,32714818,14214818,76.83685405
5/22/1998,Fear and Loathing in Las Vegas,18500000,10680275,13711903,-4788097,-25.88160541
7/4/2008,Ne le dis à personne,18500000,6198883,33954018,15454018,83.53523243
2/2/2001,Left Behind,18500000,4221341,4221341,-14278659,-77.18194054
3/12/2020,The Hunt,18200000,5812500,12400979,-5799021,-31.86275275
5/9/2014,Neighbors,18000000,150086800,270944428,252944428,1405.246822
11/3/2006,Borat,18000000,128505958,261443242,243443242,1352.462456
7/29/1994,The Mask,18000000,119920129,351620129,333620129,1853.445161
6/3/1988,Big,18000000,114968774,151665347,133665347,742.5852611
7/13/2001,Legally Blonde,18000000,96493426,141809235,123809235,687.8290833
4/30/2004,Mean Girls,18000000,86047227,130714469,112714469,626.1914944
6/1/1984,Star Trek III: The Search for Spock,18000000,76471046,87000000,69000000,383.3333333
9/9/2005,The Exorcism of Emily Rose,18000000,75072454,144529078,126529078,702.9393222
12/10/1999,Deuce Bigalow: Male Gigolo,18000000,65535067,92935067,74935067,416.3059278
2/6/2004,Barbershop 2: Back in Business,18000000,65070412,65842412,47842412,265.7911778
12/16/2005,The Family Stone,18000000,60062868,92357499,74357499,413.0972167
11/26/2003,Bad Santa,18000000,60060328,77147031,59147031,328.5946167
6/12/1987,Predator,18000000,59735548,98267558,80267558,445.9308778
3/23/2016,My Big Fat Greek Wedding 2,18000000,59689605,92096558,74096558,411.6475444
9/9/2015,The Perfect Guy,18000000,57027435,60278166,42278166,234.8787
5/2/1997,Austin Powers: International Man of Mystery,18000000,53883989,67683989,49683989,276.0221611
3/25/2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,55695194,309.4177444
9/19/1984,Amadeus,18000000,51973029,51973029,33973029,188.73905
7/1/2021,The Forever Purge,18000000,44539245,76994245,58994245,327.7458056
4/11/2008,Prom Night,18000000,43869350,57193655,39193655,217.7425278
4/8/2011,Soul Surfer,18000000,43853424,47158652,29158652,161.9925111
9/26/2003,Under the Tuscan Sun,18000000,43601508,57490024,39490024,219.3890222
6/27/2018,Uncle Drew,18000000,42469946,46594261,28594261,158.8570056
10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,85215094,473.4171889
10/10/1986,Peggy Sue Got Married,18000000,41382841,41382841,23382841,129.9046722
12/26/2001,Gosford Park,18000000,41300105,58271886,40271886,223.7327
1/11/2002,Orange County,18000000,41059716,43308707,25308707,140.6039278
3/14/1986,Gung Ho,18000000,36611610,36611610,18611610,103.3978333
7/26/2013,Blue Jasmine,18000000,33404871,102912961,84912961,471.7386722
4/28/2006,United 93,18000000,31567134,77635035,59635035,331.30575
12/5/2003,Honey,18000000,30272254,62646763,44646763,248.0375722
10/14/2005,The Fog,18000000,29511112,37048526,19048526,105.8251444
5/24/1996,Spy Hard,18000000,26936265,26936265,8936265,49.64591667
8/7/2015,Ricki and the Flash,18000000,26839498,41166033,23166033,128.7001833
12/13/1989,Glory,18000000,26828365,26828365,8828365,49.04647222
8/9/2019,The Art of Racing in the Rain,18000000,26402818,30997027,12997027,72.20570556
6/29/1984,Conan the Destroyer,18000000,26400000,26400000,8400000,46.66666667
11/12/2015,Love the Coopers,18000000,26302731,44263413,26263413,145.90785
6/24/2070,Catch-22,18000000,24911670,24911670,6911670,38.39816667
4/10/2009,Observe and Report,18000000,24007324,27148898,9148898,50.82721111
11/14/1980,Raging Bull,18000000,23380203,23380513,5380513,29.89173889
9/18/2009,Love Happens,18000000,22965110,36133014,18133014,100.7389667
9/25/2009,Fame,18000000,22455510,80227619,62227619,345.7089944
4/28/2017,The Circle,18000000,20497844,40651864,22651864,125.8436889
12/4/1985,Young Sherlock Holmes,18000000,19739000,19739000,1739000,9.661111111
11/5/2010,127 Hours,18000000,18335230,60217171,42217171,234.5398389
5/19/2000,Small Time Crooks,18000000,17266359,29934477,11934477,66.30265
5/12/2000,Center Stage,18000000,17200925,21361109,3361109,18.67282778
1/14/2016,Norm of the North,18000000,17062499,30535660,12535660,69.64255556
2/6/2004,Catch That Kid,18000000,16703799,16959614,-1040386,-5.779922222
8/16/2013,Jobs,18000000,16131410,43402515,25402515,141.1250833
10/26/2001,Life as a House,18000000,15652637,23889158,5889158,32.71754444
1/8/2010,Youth in Revolt,18000000,15285588,19685588,1685588,9.364377778
7/10/2014,And So It Goes,18000000,15160801,17920013,-79987,-0.4443722222
7/10/2009,I Love You Beth Cooper,18000000,14800725,16382538,-1617462,-8.9859
7/24/1981,Blow Out,18000000,13747234,13747988,-4252012,-23.62228889
3/30/2001,The Tailor of Panama,18000000,13491653,27491653,9491653,52.73140556
5/22/1981,The Legend of the Lone Ranger,18000000,13400000,13400000,-4600000,-25.55555556
1/31/2014,Labor Day,18000000,13371528,14189810,-3810190,-21.16772222
8/30/2013,Getaway,18000000,10501938,11813989,-6186011,-34.36672778
9/26/1997,The Ice Storm,18000000,8038061,16011975,-1988025,-11.04458333
10/15/2004,Being Julia,18000000,7739049,14451322,-3548678,-19.71487778
3/22/1989,Troop Beverly Hills,18000000,7190505,7190505,-10809495,-60.05275
2/21/1986,Nine 1/2 Weeks,18000000,6734844,6734844,-11265156,-62.5842
1/15/2010,The Last Station,18000000,6617867,15696146,-2303854,-12.79918889
6/26/1981,Dragonslayer,18000000,6000000,6000000,-12000000,-66.66666667
9/30/1994,Ed Wood,18000000,5828466,5828734,-12171266,-67.61814444
6/6/2008,Mongol,18000000,5705761,27147349,9147349,50.81860556
10/8/2008,RocknRolla,18000000,5700626,27794339,9794339,54.41299444
6/25/1982,Megaforce,18000000,5675599,5675599,-12324401,-68.46889444
8/20/2010,Mao's Last Dancer,18000000,4806750,25941437,7941437,44.11909444
12/25/1996,Hamlet,18000000,4501094,7129670,-10870330,-60.39072222
4/11/2014,The Railway Man,18000000,4438438,23910210,5910210,32.8345
12/29/1995,Restoration,18000000,4100000,4100000,-13900000,-77.22222222
2/18/2016,Midnight Special,18000000,3712282,7680250,-10319750,-57.33194444
11/25/2016,Miss Sloane,18000000,3500605,7768259,-10231741,-56.84300556
9/27/2013,Metallica Through the Never,18000000,3419967,9082906,-8917094,-49.53941111
9/19/2003,Anything Else,18000000,3203044,13203044,-4796956,-26.64975556
2/23/1996,Unforgettable,18000000,2483790,2483790,-15516210,-86.20116667
1/27/2017,T2: Trainspotting,18000000,2402004,42137612,24137612,134.0978444
12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862,25727044,7727044,42.92802222
4/25/1986,8 Million Ways to Die,18000000,1305114,1305114,-16694886,-92.74936667
3/1/2013,Phantom,18000000,1034589,1199510,-16800490,-93.33605556
4/26/2002,The Salton Sea,18000000,676698,676698,-17323302,-96.24056667
4/24/2009,The Informers,18000000,315000,315000,-17685000,-98.25
9/24/1999,One Man's Hero,18000000,229311,229311,-17770689,-98.72605
10/15/2010,Carlos,18000000,145526,1619153,-16380847,-91.00470556
9/22/2006,Renaissance,18000000,70644,2401413,-15598587,-86.65881667
7/9/2002,My Spy,18000000,0,6983461,-11016539,-61.20299444
,I Come with the Rain,18000000,0,627422,-17372578,-96.51432222
4/14/2016,I Am Wrath,18000000,0,309608,-17690392,-98.27995556
11/14/2014,Wolves,18000000,0,94953,-17905047,-99.47248333
4/8/2008,Day of the Dead,18000000,0,0,-18000000,-100
8/22/2014,The Prince,18000000,0,0,-18000000,-100
2/19/2016,Forsaken,18000000,0,0,-18000000,-100
6/28/1985,Red Sonja,17900000,6905861,6908640,-10991360,-61.40424581
12/19/2019,Baekdusan,17700000,372562,59505509,41805509,236.1893164
7/13/2012,Red Lights,17700000,49521,14518884,-3181116,-17.97240678
8/17/2007,Superbad,17500000,121463226,169955142,152455142,871.17224
2/20/2009,Madea Goes To Jail,17500000,90508336,90508336,73008336,417.1904914
2/14/2008,Step Up 2 the Streets,17500000,58017783,148586910,131086910,749.0680571
1/13/2006,Hoodwinked,17500000,51386611,109843390,92343390,527.6765143
12/22/2004,Hotel Rwanda,17500000,23519128,36520451,19020451,108.6882914
8/25/2006,Beerfest,17500000,19185184,20159316,2659316,15.19609143
11/27/2013,Black Nativity,17500000,7018188,7454184,-10045816,-57.40466286
4/25/2003,City of Ghosts,17500000,325491,325491,-17174509,-98.14005143
,Taxi 4,17500000,0,60865364,43365364,247.80208
2/22/2019,Hotel Mumbai,17300000,9619500,21132855,3832855,22.15523121
4/4/2018,A Quiet Place,17000000,188024361,334876670,317876670,1869.862765
8/10/2001,The Others,17000000,96522687,207765056,190765056,1122.147388
7/18/1986,Aliens,17000000,85160248,183300764,166300764,978.2397882
8/13/2014,Let’s Be Cops,17000000,82390774,136890774,119890774,705.2398471
10/17/1997,I Know What You Did Last Summer,17000000,72250091,125250091,108250091,636.7652412
10/22/2064,My Fair Lady,17000000,72000000,72071636,55071636,323.9508
10/22/2004,Sideways,17000000,71502303,109726800,92726800,545.4517647
11/15/2013,The Best Man Holiday,17000000,70525195,72835710,55835710,328.4453529
2/13/2009,Friday the 13th,17000000,65002019,92670237,75670237,445.1190412
9/28/2012,Pitch Perfect,17000000,65001093,116044347,99044347,582.6138059
8/5/1998,Halloween: H2O,17000000,55041738,55041738,38041738,223.7749294
4/3/2013,Evil Dead,17000000,54239856,99041947,82041947,482.5996882
8/27/2004,Jet Li's Hero,17000000,53652140,177535958,160535958,944.3291647
10/29/2010,Saw 3D,17000000,45710178,133735284,116735284,686.6781412
2/20/2015,McFarland USA,17000000,44480275,45707924,28707924,168.8701412
11/1/2019,Harriet,17000000,43082155,43248374,26248374,154.4022
11/11/2016,Almost Christmas,17000000,42065185,42493506,25493506,149.9618
3/10/2006,The Hills Have Eyes,17000000,41778863,70355813,53355813,313.8577235
7/11/2019,Crawl,17000000,39014193,90007532,73007532,429.4560706
3/1/2002,40 Days and 40 Nights,17000000,37939782,95092667,78092667,459.3686294
10/10/2003,Good Boy!,17000000,37667746,45312217,28312217,166.5424529
1/26/2007,Smokin' Aces,17000000,35662731,57263440,40263440,236.8437647
10/2/1998,A Night at the Roxbury,17000000,30331165,30331165,13331165,78.41861765
3/4/2011,Beastly,17000000,27865571,38028230,21028230,123.6954706
3/5/2010,Brooklyn's Finest,17000000,27163593,39233233,22233233,130.7837235
7/9/1982,Tron,17000000,26918576,26919100,9919100,58.34764706
8/20/2010,Lottery Ticket,17000000,24719879,24719879,7719879,45.41105294
9/5/2003,Dickie Roberts: Former Child Star,17000000,22734486,23734486,6734486,39.61462353
3/31/2006,ATL,17000000,21170563,21170563,4170563,24.53272353
8/24/2001,Summer Catch,17000000,19693891,19693891,2693891,15.84641765
12/11/1998,A Simple Plan,17000000,16316273,16316273,-683727,-4.021923529
3/24/2006,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099,-1319901,-7.764123529
7/24/1987,Superman IV: The Quest for Peace,17000000,14522355,36700000,19700000,115.8823529
11/27/2002,They,17000000,12840842,16140842,-859158,-5.053870588
10/1/1999,The Adventures of Elmo in Grouchland,17000000,11634458,11634458,-5365542,-31.56201176
5/29/2063,55 Days at Peking,17000000,10000000,10000000,-7000000,-41.17647059
6/5/2009,My Life in Ruins,17000000,8677425,20477425,3477425,20.45544118
4/21/2006,American Dreamz,17000000,7314027,16510971,-489029,-2.876641176
1/25/2008,How She Move,17000000,7070641,8607815,-8392185,-49.36579412
2/24/2006,Running Scared,17000000,6855137,9729088,-7270912,-42.77007059
8/23/2012,The Apparition,17000000,4936819,10637281,-6362719,-37.42775882
4/30/2004,Bobby Jones: Stroke of Genius,17000000,2694071,2694071,-14305929,-84.15252353
8/29/1986,Shanghai Surprise,17000000,2315000,2315000,-14685000,-86.38235294
12/25/2010,L'illusionniste,17000000,2231474,8609949,-8390051,-49.35324118
1/1/1981,Roar,17000000,2110050,2110050,-14889950,-87.58794118
7/11/2003,Veronica Guerin,17000000,1569918,9438074,-7561926,-44.48191765
6/10/2016,Genius,17000000,1361045,7265283,-9734717,-57.26304118
3/15/2019,Nancy Drew and the Hidden Staircase,17000000,623088,624531,-16375469,-96.32628824
11/14/2007,Southland Tales,17000000,275380,364607,-16635393,-97.85525294
1/16/2015,Escobar: Paradise Lost,17000000,195792,3917679,-13082321,-76.95482941
2/6/2015,Mune le gardien de la lune,17000000,0,14534046,-2465954,-14.50561176
6/23/2009,Chasseurs de dragons,17000000,0,13446115,-3553885,-20.90520588
10/21/1977,Damnation Alley,17000000,0,0,-17000000,-100
3/10/2016,The Young Messiah,16800000,6469813,7313697,-9486303,-56.46608929
11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089,-14518911,-86.42208929
11/27/1991,My Girl,16500000,58011485,58011485,41511485,251.5847576
12/11/1987,Wall Street,16500000,43848100,43848100,27348100,165.7460606
12/11/1995,Sense and Sensibility,16500000,42993774,134993774,118493774,718.1440848
8/18/2006,The Illusionist,16500000,39868642,83792062,67292062,407.8306788
8/3/2007,Becoming Jane,16500000,18663911,39380831,22880831,138.671703
12/19/2003,House of Sand and Fog,16500000,13005485,16154786,-345214,-2.092206061
9/21/2007,Sydney White,16500000,11892415,13636339,-2863661,-17.35552121
,Arn - Tempelriddaren,16500000,0,21404122,4904122,29.72195152
10/17/2018,Le Flic de Belleville,16500000,0,8126380,-8373620,-50.74921212
6/2/1989,Dead Poets Society,16400000,95860116,239500000,223100000,1360.365854
11/6/2017,Gatwick Gangsters,16066830,0,0,-16066830,-100
12/16/1994,Dumb & Dumber,16000000,127175374,246400000,230400000,1440
7/14/1989,When Harry Met Sally…,16000000,92823546,92999400,76999400,481.24625
5/19/2000,Road Trip,16000000,68525609,119739110,103739110,648.3694375
12/8/1982,The Verdict,16000000,53977250,53977250,37977250,237.3578125
1/15/1999,Varsity Blues,16000000,52894169,54294169,38294169,239.3385562
5/16/2012,Moonrise Kingdom,16000000,45512466,68848446,52848446,330.3027875
10/12/2011,The Artist,16000000,44667095,128256712,112256712,701.60445
1/9/2009,The Unborn,16000000,42670410,78208812,62208812,388.805075
8/2/2002,The Master of Disguise,16000000,40363530,40363530,24363530,152.2720625
10/6/2006,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763,34517763,215.7360188
11/30/2006,El Laberinto del Fauno,16000000,37634615,87041569,71041569,444.0098063
2/4/2011,The Roommate,16000000,37300107,52545707,36545707,228.4106688
2/2/2007,The Messengers,16000000,35374833,53774833,37774833,236.0927063
11/2/1984,The Killing Fields,16000000,34609720,34609720,18609720,116.31075
3/2/2001,See Spot Run,16000000,33357476,43057552,27057552,169.1097
8/9/1991,Double Impact,16000000,29090445,29090445,13090445,81.81528125
6/27/2001,Baby Boy,16000000,28734552,28734552,12734552,79.59095
3/19/2021,Nobody,16000000,27268035,57210518,41210518,257.5657375
4/11/2001,Joe Dirt,16000000,27087695,30987695,14987695,93.67309375
9/12/2008,The Women,16000000,26902075,50103808,34103808,213.1488
2/16/2007,Hot Fuzz,16000000,23618786,81742618,65742618,410.8913625
8/15/2008,Vicky Cristina Barcelona,16000000,23216709,104504817,88504817,553.1551063
5/3/2019,A Dog’s Journey,16000000,22782371,78870908,62870908,392.943175
7/11/2019,Stuber,16000000,22370452,29634769,13634769,85.21730625
6/16/2000,Boys and Girls,16000000,21799652,21799652,5799652,36.247825
6/13/2018,Superfly,16000000,20537137,20739323,4739323,29.62076875
11/18/1994,Léon,16000000,19284974,45284974,29284974,183.0310875
3/12/2010,Remember Me,16000000,19068240,56506120,40506120,253.16325
10/11/2002,White Oleander,16000000,16357770,21657770,5657770,35.3610625
9/18/2009,Jennifer's Body,16000000,16204793,31943401,15943401,99.64625625
3/3/2000,Drowning Mona,16000000,15427192,15980376,-19624,-0.12265
1/30/1987,Radio Days,16000000,14792779,14792779,-1207221,-7.54513125
7/18/2003,How to Deal,16000000,14108518,14125516,-1874484,-11.715525
10/3/2014,Left Behind,16000000,14019924,20769209,4769209,29.80755625
5/28/2004,Soul Plane,16000000,13922211,14553807,-1446193,-9.03870625
12/9/1988,My Stepmother Is an Alien,16000000,13854000,13854000,-2146000,-13.4125
6/29/2012,People Like Us,16000000,12431792,12617472,-3382528,-21.1408
5/28/1999,The Thirteenth Floor,16000000,11810854,11810854,-4189146,-26.1821625
9/3/2004,The Cookout,16000000,11540112,11540112,-4459888,-27.8743
10/19/1979,Meteor,16000000,8400000,8400000,-7600000,-47.5
3/7/1986,Highlander,16000000,5900000,12900000,-3100000,-19.375
11/18/2016,Bleed for This,16000000,5083906,7171320,-8828680,-55.17925
5/3/2002,Hollywood Ending,16000000,4839383,14839383,-1160617,-7.25385625
9/15/2000,Duets,16000000,4734235,6615452,-9384548,-58.653425
8/13/1999,Detroit Rock City,16000000,4217115,5825314,-10174686,-63.5917875
10/19/2007,Things We Lost in the Fire,16000000,3287315,8120148,-7879852,-49.249075
6/4/2014,The Homesman,16000000,2429989,8217571,-7782429,-48.64018125
3/27/2013,Trance,16000000,2322593,22594052,6594052,41.212825
5/16/2014,The Immigrant,16000000,2013456,7585011,-8414989,-52.59368125
8/15/1997,Steel,16000000,1686429,1686429,-14313571,-89.45981875
12/21/2005,The White Countess,16000000,1669971,2814566,-13185434,-82.4089625
7/25/2008,Bienvenue chez les Ch'tis,16000000,1477650,247474497,231474497,1446.715606
7/15/2020,Ban-do,16000000,1224525,35077947,19077947,119.2371688
10/1/2014,Men Women and Children,16000000,705908,1685403,-14314597,-89.46623125
4/12/2019,Teen Spirit,16000000,441366,1573603,-14426397,-90.16498125
9/24/2010,Enter the Void,16000000,337997,1467278,-14532722,-90.8295125
12/31/2008,Good,16000000,31631,31631,-15968369,-99.80230625
11/2/2012,Vamps,16000000,3361,94812,-15905188,-99.407425
5/11/2010,Haeundae,16000000,0,64733391,48733391,304.5836938
3/9/2010,Hachiko: A Dog’s Story,16000000,0,47707417,31707417,198.1713563
12/4/2013,Zulu,16000000,0,1844228,-14155772,-88.473575
5/22/2020,The Lovebirds,16000000,0,0,-16000000,-100
9/28/2018,The Old Man and the Gun,15800000,11277120,16955673,1155673,7.314386076
10/16/2020,Kimetsu no Yaiba: Mugen Ressha-Hen,15765750,47700000,503063688,487297938,3090.864298
12/7/2018,Second Act,15700000,39282227,63288854,47588854,303.1137197
6/21/2002,Juwanna Mann,15600000,13571817,13771817,-1828183,-11.71912179
1/24/2020,The Personal History of David Copperfield,15600000,1876298,13211271,-2388729,-15.31236538
6/8/2007,La Môme,15500000,10299782,88611837,73111837,471.689271
11/15/2002,Ararat,15500000,1693000,1757694,-13742306,-88.66003871
4/13/2007,Slow Burn,15500000,1237615,1237615,-14262385,-92.0153871
4/22/2005,Madison,15500000,517262,517262,-14982738,-96.66282581
2/26/2010,The Yellow Handkerchief,15500000,318623,318623,-15181377,-97.94436774
7/7/2021,Annette,15500000,0,3297276,-12202724,-78.72725161
5/1/2015,Far from the Madding Crowd,15495600,12236500,29729450,14233850,91.85736596
9/27/2002,Wasabi,15300000,81525,7000000,-8300000,-54.24836601
3/31/2006,Slither,15250000,7802450,12930343,-2319657,-15.21086557
11/16/1990,Home Alone,15000000,285761243,476684675,461684675,3077.897833
12/5/1984,Beverly Hills Cop,15000000,234760478,316300000,301300000,2008.666667
5/16/1986,Top Gun,15000000,180012912,357011945,342011945,2280.079633
12/17/1982,Tootsie,15000000,177200000,177200000,162200000,1081.333333
11/25/1987,3 Men and a Baby,15000000,167780960,167780960,152780960,1018.539733
11/26/2010,The King’s Speech,15000000,138797449,430061213,415061213,2767.074753
9/15/1999,American Beauty,15000000,130058047,356258047,341258047,2275.053647
12/8/2000,Crouching Tiger Hidden Dragon,15000000,128067808,213514672,198514672,1323.431147
12/9/1988,Twins,15000000,111936388,216600000,201600000,1344
12/20/1996,Scream,15000000,103046663,173046663,158046663,1053.64442
8/2/2017,Annabelle: Creation,15000000,102092201,305384865,290384865,1935.8991
10/23/2013,Jackass Presents: Bad Grandpa,15000000,102003019,160903019,145903019,972.6867933
6/28/1978,Heaven Can Wait,15000000,98800000,98800000,83800000,558.6666667
12/18/1985,The Color Purple,15000000,94029472,94029472,79029472,526.8631467
11/14/2014,The Imitation Game,15000000,91125143,227328585,212328585,1415.5239
3/30/1988,Beetlejuice,15000000,73839613,74456266,59456266,396.3751067
11/18/2059,Ben-Hur,15000000,73000000,73259017,58259017,388.3934467
1/4/2016,10 Cloverfield Lane,15000000,72082999,108286422,93286422,621.90948
1/17/2013,Mama,15000000,71628180,148095566,133095566,887.3037733
10/10/1980,Private Benjamin,15000000,69847348,69847348,54847348,365.6489867
3/7/1980,Coal Miner’s Daughter,15000000,67182787,67182787,52182787,347.8852467
3/6/1987,Lethal Weapon,15000000,65192350,120192350,105192350,701.2823333
3/19/2010,Diary of a Wimpy Kid,15000000,64003625,76954311,61954311,413.02874
7/29/1983,National Lampoon’s Vacation,15000000,61400000,61400000,46400000,309.3333333
8/31/2007,Halloween,15000000,58269151,77514401,62514401,416.7626733
9/15/2006,The Queen,15000000,56441711,128885873,113885873,759.2391533
10/12/2007,Why Did I Get Married?,15000000,55204525,55934178,40934178,272.89452
2/3/2012,The Woman in Black,15000000,54333290,128955898,113955898,759.7059867
12/21/1994,Little Women,15000000,50003303,50003303,35003303,233.3553533
1/1/1979,The Deer Hunter,15000000,50000000,50057795,35057795,233.7186333
8/9/2018,BlacKkKlansman,15000000,49275340,93411426,78411426,522.74284
2/3/2006,When a Stranger Calls,15000000,47860214,67215435,52215435,348.1029
2/8/2002,Big Fat Liar,15000000,47811275,52461017,37461017,249.7401133
8/15/1997,Cop Land,15000000,44906632,63706632,48706632,324.71088
12/25/1997,Wag the Dog,15000000,43057470,64252038,49252038,328.34692
2/21/2013,Snitch,15000000,42930462,57907734,42907734,286.05156
5/2/2003,The Lizzie McGuire Movie,15000000,42734455,55534455,40534455,270.2297
12/2/2015,Krampus,15000000,42725475,61788393,46788393,311.92262
9/20/2012,End of Watch,15000000,41003371,57586606,42586606,283.9107067
12/25/1998,The Faculty,15000000,40283321,40283321,25283321,168.5554733
6/9/1993,What's Love Got to Do With It,15000000,39100956,39100956,24100956,160.67304
12/14/2001,Not Another Teen Movie,15000000,37882551,62401343,47401343,316.0089533
12/3/2014,Wild,15000000,37880356,52460543,37460543,249.7369533
12/16/2062,Lawrence of Arabia,15000000,37495385,69995047,54995047,366.6336467
11/7/2014,The Theory of Everything,15000000,35893537,123327692,108327692,722.1846133
9/16/2011,Drive,15000000,35060689,81357930,66357930,442.3862
3/31/2000,The Skulls,15000000,35007180,35007180,20007180,133.3812
10/10/2066,Hawaii,15000000,34562222,34562222,19562222,130.4148133
11/23/2018,The Favourite,15000000,34366783,95872148,80872148,539.1476533
4/18/2003,Malibu's Most Wanted,15000000,34308901,34499204,19499204,129.9946933
9/4/2009,All About Steve,15000000,33862903,40127259,25127259,167.51506
4/28/2000,Where the Heart Is,15000000,33771174,40862054,25862054,172.4136933
8/28/2009,Halloween 2,15000000,33392973,38512850,23512850,156.7523333
3/13/2009,The Last House on the Left,15000000,32752215,46526243,31526243,210.1749533
2/18/2005,Because of Winn-Dixie,15000000,32647042,33508485,18508485,123.3899
8/12/2021,Don’t Breathe 2,15000000,32638038,47227560,32227560,214.8504
2/4/2005,The Wedding Date,15000000,31726995,47175038,32175038,214.5002533
9/25/1987,The Princess Bride,15000000,30857000,31045750,16045750,106.9716667
7/12/2002,Halloween: Resurrection,15000000,30259652,37659652,22659652,151.0643467
12/25/2007,The Great Debaters,15000000,30226144,30261293,15261293,101.7419533
8/22/2014,When the Game Stands Tall,15000000,30127963,30138912,15138912,100.92608
6/12/1981,Clash of the Titans,15000000,30000000,44400000,29400000,196
